3,0.890619376875599
3,0.9601161102885786
0,1.8497851164444634
4,0.856312148319268
4,0.9255642184929818
1,0.869911217856111
5,0.8232166540918884
5,0.9074398919847441
2,0.8365278180711758
6,0.8088447464549023
6,0.8984368839434215
3,0.8071767592282029
7,0.8074094278101596
7,0.8756716597524489
4,0.7961396601259338
0,2.018065917084676
1,1.4850471006787342
0,2.53323293441884
0,2.1424673123204188
1,1.2218993888508458
2,1.14515267221824
3,1.068956942180669
4,1.065153882925555
5,1.0407519675930095
6,1.008247659443328
7,0.9925645930981785
8,0.9629134619273014
9,0.9556285960518796
10,0.957743463068275
0,33.90296369450856
1,3.740087418343234
0,43.915742622119915
0,10.77658067378162
1,1.6523635573627304
2,1.6148179120211432
3,1.5952016275379552
4,1.5731558701490422
5,1.5644619255128505
6,1.5572652644869813
7,1.5457931083666683
8,1.5432334000249945
9,1.540361434341625
10,1.528323588281194
11,1.5330219121476847
12,1.5253476554347922
13,1.5266535629713043
14,1.5273354791657974
15,1.5156248204963256
16,1.5190188389927677
17,1.5180557062904374
18,1.5105437456556972
19,1.516111560070985
20,1.515931972579376
21,1.5157381052144958
22,1.505080929953569
22,1.7511944643303674
23,1.5026477635538644
23,1.755486328650119
24,1.501003379101161
24,1.7458911583628407
25,1.5003740589923371
25,1.7457051465369393
26,1.506486345179733
26,1.751098397974551
27,1.507436018716052
27,1.735968870077538
28,1.5095931137256664
29,0.004239684878113438
29,7.12150469803662
0,0.3318705524115459
1,0.08435906866414947
2,0.0499699775303095
3,0.04187940929594062
4,0.03838397300923648
0,0.34933880795232997
1,0.07858078556355112
2,0.040895176400077636
3,0.02954181311941295
4,0.024861533239900327
5,0.02280153386780749
6,0.02159490858245155
7,0.020849732636988902
8,0.020544064813727364
9,0.020480808114158627
10,0.020719277490832792
11,0.02053416129375189
12,0.02055051297481571
13,0.02052730995213023
14,0.020437595876431243
15,0.0206509072755851
16,0.020450275614047827
17,0.02049351360776132
18,0.020386762936131
19,0.020496963552829827
20,0.02046625125597908
21,0.020373584394291135
22,0.02035096607037953
23,0.02029331302247155
24,0.020295973079892234
25,0.0203071006359706
26,0.020274398708426806
27,0.020236911399648613
28,0.02036815347346645
29,0.02030938554161824
30,0.02031559805032907
31,0.02031958452339128
0,14709.921726620123
1,997.7800767318062
0,15726.03764087369
