1,954.8875
2,211.50278521235686
0,103957.32166027756
1,20215.404931943904
2,7997.721166082347
3,5070.02297173731
4,4052.1776253078297
5,3966.1989370784404
6,3799.8671018612313
7,3669.8381439777636
8,3582.498787523353
9,3505.6926561059418
10,3461.1634291370465
11,3367.541407387301
12,3372.6704092464092
13,3295.8996979707517
14,3259.4730862635265
15,3207.2062385511695
16,3197.2635695179056
17,3160.114125733938
18,3102.5317645908144
19,3956.6969251170663
20,3984.120108619832
21,3984.3273152416537
22,3983.303096036733
23,3826.328264963849
24,3899.936249044667
25,3873.112613123544
26,3777.8687570891766
27,3741.2020577187864
28,3763.8247271614787
29,3714.0475785723384
30,3747.23761888587
31,3746.4889816758055
32,3627.3737440405425
33,3747.108182198661
34,3679.5288468828853
35,3698.613098675272
36,3629.601125321477
37,3638.3014566551824
38,3632.5716443932574
39,3643.0253565438784
40,3635.3935729601367
41,3594.1263883792094
42,3586.353666601714
43,3549.4423757422783
44,3540.632390428626
45,3585.9122934661295
46,3592.454603718823
47,3518.366055733817
48,5283.247751100907
49,5129.2978390521885
50,5215.423175844939
51,5186.7413120056535
52,5214.070907573819
53,5131.273267018573
54,5239.940773607337
55,5268.352520638223
56,5218.504632909549
57,5143.152074740392
58,5113.621822001771
59,5129.506153708511
60,5212.879929934674
61,5261.242998168187
0,144913.10346710015
1,58355.53018245342
2,25569.597556774068
3,13691.049046790082
4,8947.818678577494
5,7328.5367148073565
6,6346.673596115586
7,6044.237454583778
8,6077.789416503906
9,6031.909880189126
10,5974.323660069816
11,5741.807786114616
12,5928.9886936353605
13,5501.370073098129
14,5564.726629032111
15,5594.673669812694
16,5563.732178454666
17,5712.293622129452
18,5528.653946169266
19,5329.413428757946
20,5480.639189877717
21,5568.75355899408
22,5443.953348365926
23,5475.4170435935075
24,5341.168257321186
25,5169.632860304554
26,5170.1804269352315
27,5106.0067617475615
28,5234.877123795977
29,5445.971600834628
30,5141.363620582722
31,5259.443149353407
32,5153.010733506102
33,5143.50497997592
34,5252.708489952324
35,5383.837035981172
36,5185.929495713133
37,5218.70759614743
38,5126.273322007079
39,5100.943257927746
40,4963.247456464116
41,5114.694806552674
42,4980.515076252244
43,5240.714936667496
44,5041.319110600252
45,4980.84273033379
46,5113.214708562816
47,4886.6829921556555
48,5137.972699164159
49,5167.528273152417
50,5204.115335026143
51,4912.327369680464
52,5069.634671456473
53,4937.294079021193
54,4992.177052904212
55,4937.308229699935
56,5035.838966777162
57,5127.420163703113
58,4895.3682349921755
59,5023.099368115538
60,5046.242780526676
61,14117.186005662243
62,12722.940985827712
63,12394.674000843119
64,13288.944301666828
65,12279.306676184613
66,11711.292653338509
67,10922.301690560098
68,11480.574515737213
69,11641.06297785599
70,11503.469304017251
71,10394.699254991994
72,11594.06312854838
73,11273.388659288868
74,10986.52059561214
75,6535.908075823103
76,6342.319651311081
77,6428.8270615476995
78,6357.199103617224
79,6439.320263444415
0,151253.71046923526
80,6382.647783703537
1,61019.978886840065
81,6368.842867606027
2,26448.869018099766
82,6293.227316644325
3,14098.502706928135
83,6113.438007577458
4,9172.994414335451
84,6274.508106454411
85,6143.24550803996
5,1671.277736360538
86,6474.901549572678
87,6062.685688658531
6,2267.4101969559
88,6088.3154986837635
7,1960.9345384585931
89,6388.842804864919
8,2071.461829703195
90,6086.653508422093
9,1970.6332569003846
91,6375.157178037655
10,1824.3931659485243
92,6233.424495265795
11,1893.7581782560171
93,6305.32106073036
12,1849.0136050775184
94,6134.833953629962
13,1886.0530709023801
95,6412.866060624211
14,1846.4956311717538
96,6155.650833452118
15,1797.0567761628524
97,6102.345759118121
16,1918.2961886956825
98,5995.179317422239
17,1786.6227332263259
99,6238.86955373065
18,1945.9782712758697
100,6255.002108783603
19,1773.665280502035
101,6110.069582769737
20,1822.779214287989
102,6165.447987962806
21,1784.402142495102
103,6306.117395664002
22,1775.41519378283
104,6341.070557095545
23,1942.847651236398
105,6080.361617378567
24,1769.5709159803687
106,6065.418688585743
25,1974.0170276523377
107,6027.562901998011
26,1774.6444756075462
108,6001.0145689022465
27,1711.1931104956207
109,6340.903742327009
28,1663.465073328433
110,6085.079776095752
29,1852.196290256666
111,6112.958493098858
30,1793.3728157280395
112,6274.555864606585
31,1760.1296179824735
113,6154.5113117099545
32,1701.1279980298154
114,5956.602792377354
33,1777.6936574284334
115,6179.665043384244
34,1753.8350348620681
116,6081.305554464589
35,1910.0410958094626
117,6023.082219814513
36,1681.2727558775719
118,6054.122283935547
37,1705.8467879396048
119,6193.414951641959
38,1628.8697441906663
120,6032.749123216712
39,1665.5258873649266
121,6276.518168422154
40,1633.3831298780738
122,6087.706171071307
41,1581.7940730882729
123,6038.9503666658575
42,1524.269683425619
124,6176.397156102909
43,1684.125214603969
125,6340.1699214959
44,1757.3906178539585
126,6302.919405009584
45,1622.9761835133806
127,5966.364541720752
46,1652.246035235861
128,6115.364888749212
47,1874.1766287525247
129,5959.278273152417
48,1717.217707824707
130,6149.700571380046
49,1782.437190284492
131,5912.338547037255
50,1743.5324161884948
132,6110.0410367408895
51,1619.545185615113
133,6267.008509855093
52,1695.3847972135366
134,5880.364365249539
53,1622.858560626107
135,6126.824317429821
54,1710.427384474855
136,5963.485942087114
55,1759.764174950641
137,5946.061520670068
56,1769.8096127243516
138,6002.297082254161
57,1719.402707695813
139,5914.870961898899
58,1644.3383720729662
140,5900.903415239228
59,1555.463599874366
141,6000.450384521484
60,1672.9473336924677
142,6016.5452845223945
61,1585.490872282419
143,6024.040382982337
62,1585.2761168485843
144,5891.88318140255
63,1602.7680587057741
145,5967.278177505398
64,1479.1123086301436
146,6022.827957172275
65,1628.8776634927121
147,6057.248538075322
66,1498.800928776901
148,6043.815772735406
67,1650.8419139080165
149,6197.88879083669
68,1665.3510671200959
150,5876.152746657851
69,1817.264348967179
151,6129.92534676309
70,1548.9110565280323
152,5827.890817279697
71,1728.1544873729256
153,5915.921860518367
72,1729.8636031061967
154,6124.278997006623
73,1569.8654121920188
155,6081.680323554566
74,1576.1097467031539
156,6058.086900528618
75,1610.538533029497
157,5995.217668275063
76,1613.5979305954454
158,5948.742853730954
77,1700.1137524812118
159,5970.517381637289
78,1667.997425690645
160,5803.443785370063
79,1687.4486696278827
161,5898.637145048343
80,1619.9914320856888
162,6021.229975957456
81,1632.4395411284074
163,5832.732496368219
82,1613.928634444527
164,5947.995397570118
83,1499.516167336221
165,5792.5154323412025
84,1587.3738239075087
166,5963.890822359642
85,1626.3514841968229
167,5756.615308489118
86,1585.420736613777
168,6180.146149326111
87,1640.2317765040427
169,5967.070157599597
88,1596.8257884718616
170,6095.716081209361
89,1766.2380743322906
171,6004.30458988166
90,1456.3198502250339
172,5897.031100899832
91,1462.907107686108
173,5945.485165575868
92,1677.2388095168594
174,5987.641986880095
93,1537.505299017296
175,5784.253017487141
94,1611.8866107111392
176,5807.737483205855
95,1624.303748999175
177,5834.173637664984
96,1531.8191647263047
178,5788.619717729462
97,1626.4278318416998
179,5905.227114925029
0,819494.6877326303
1,670621.6011166254
2,536417.2614764269
3,419801.57979218365
4,357329.3017796216
5,337020.2035514888
6,317658.2706265509
0,1.287826226031558
0,0.423957236888616
0,159138.3242017663
0,151036.84275281444
1,59463.24821671196
0,201833.2149990295
0,147192.22547311723
1,56452.137236752715
0,145688.4055027174
1,55914.514371845886
2,22550.46309746215
3,10663.36660125922
4,6079.632330511816
5,4325.073019731415
6,3432.372671338194
7,3120.289776497598
8,3037.681390077579
9,2977.846970514333
10,2877.5836670111426
11,2702.663033887022
12,3109.8401294779333
13,2742.011606687937
14,2847.76934967041
15,2673.3799130362754
16,2524.25639106324
17,2760.6769640051803
18,2601.3815789169407
19,2523.227745624803
20,2493.8890920413946
21,2750.5134524327627
22,2704.8564204150844
23,2646.115936047098
24,2605.9090035574777
25,2375.0228394881537
26,2533.991662758774
27,2681.798571303468
28,2455.3075759129497
29,2584.97306060791
30,2365.2280969987005
31,2304.144824550463
32,2547.172375857904
33,2457.7216990784827
34,2519.0047294948413
35,2346.9866730020653
36,2201.089959920563
37,2463.856668251938
38,2391.7885771567776
39,2308.366525586051
40,2339.3159314268123
41,2404.803226414082
42,2416.612525949419
43,2349.476240264703
44,2218.459590859739
45,2229.129523188431
46,2259.0884483479563
47,2224.2302868434363
48,2233.1924562821478
49,2435.3950997962716
50,2285.380711777018
51,2297.0984357371835
52,2403.823645967282
53,2108.7564857814623
54,2279.279959210698
55,2250.9104801154285
56,2260.8527482927216
57,2209.6545372056667
58,2289.806294838094
59,2321.914212374954
60,2302.092453637923
61,2099.3284502159736
62,2054.437945784101
63,2275.4176831974005
64,2328.407261453948
65,2066.4512220631477
66,2259.2139075569485
67,2215.0199752428516
68,2094.25168758416
69,2030.8754319042894
70,2006.0300250936
71,2239.6208887420084
72,2272.634749172045
73,2143.7436149075907
74,1964.3450717665394
75,2103.5770456633954
76,2257.7191501404186
77,1983.4852922001241
78,2191.0258478342375
79,2176.666563425005
80,2043.326227977113
81,2044.0400969084747
82,2013.9353499276297
83,1990.4330987728902
84,2091.5540557340064
85,2023.9007946748911
86,2030.2936122823205
87,1962.2072569947804
88,2165.204336017111
89,2024.3431032879753
90,2141.8642373505586
91,2121.556682719355
92,2208.358926420034
93,1952.4446262857189
94,1992.7460950531574
95,8327.645049513349
96,7784.885111047022
97,8153.548384724492
95,0.017323037689900234
96,0.019184831876281696
97,0.022374309124049054
98,0.02360285675263044
99,0.023453861116055654
100,0.023074177472985218
101,0.024203371625358922
102,0.024405853447695233
103,0.02571549473145271
104,0.02520136448890202
105,0.025286192989832958
106,0.025848363153057996
107,0.026521832324703287
108,0.027689320279389435
109,0.027601479759196874
0,24230.929701450892
1,4409.128990372367
0,13950.78701323515
